id_gene_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,HS_up,HS_down,id_gene_MM,gene_MM,MM_up,MM_down,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Overlapping,Previous ref to RNAi working
FBgn0001104,Galphai,True,True,ENSG00000065135,GNAI3,False,True,"ENSMUSG00000000001,ENSMUSG00000031748","Gnai3,Gnao1","False,True","True,True",,,,,,,,,,,,,,,
FBgn0001122,Galphao,True,True,ENSG00000065135,GNAI3,False,True,"ENSMUSG00000000001,ENSMUSG00000031748","Gnai3,Gnao1","False,True","True,True",,,,,,,,,,,,,,,
FBgn0034834,LS2,True,True,ENSG00000063244,U2AF2,False,True,ENSMUSG00000030435,U2af2,False,True,,,,,,,,,,,,,,,
FBgn0005411,U2af50,True,True,ENSG00000063244,U2AF2,False,True,ENSMUSG00000030435,U2af2,False,True,,,,,,,,,,,,,,,
FBgn0039846,PNPase,True,True,ENSG00000138035,PNPT1,False,True,ENSMUSG00000020464,Pnpt1,False,True,v108158,P{KK100394}VIE-260B,22.0,22.0,29.0,27.0,30.0,23.0,27.0,25.0,,,,,Yes
FBgn0002899,mus301,True,True,ENSG00000051341,POLQ,False,True,"ENSMUSG00000035266,ENSMUSG00000034206","Helq,Polq","False,True","True,True",,,,,,,,,,,,,,,
FBgn0002905,mus308,True,True,ENSG00000051341,POLQ,False,True,"ENSMUSG00000035266,ENSMUSG00000034206","Helq,Polq","False,True","True,True",,,,,,,,,,,,,,,
FBgn0003210,rb,True,True,ENSG00000103723,AP3B2,False,True,ENSMUSG00000021686,Ap3b1,True,False,,,,,,,,,,,,,,,
FBgn0011829,Ret,True,True,ENSG00000160867,FGFR4,False,True,"ENSMUSG00000005320,ENSMUSG00000054252","Fgfr4,Fgfr3","False,False","True,True",,,,,,,,,,,,,,,
FBgn0010389,htl,True,True,ENSG00000160867,FGFR4,False,True,"ENSMUSG00000005320,ENSMUSG00000054252","Fgfr4,Fgfr3","False,False","True,True",,,,,,,,,,,,,,,
FBgn0022800,Cad96Ca,False,True,ENSG00000160867,FGFR4,False,True,"ENSMUSG00000005320,ENSMUSG00000054252","Fgfr4,Fgfr3","False,False","True,True",,,,,,,,,,,,,,,
FBgn0087040,alphaTub67C,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","True,True","False,False",,,,,,,,,,,,,,,
FBgn0003884,alphaTub84B,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","True,True","False,False",,,,,,,,,,,,,,,
FBgn0003886,alphaTub85E,False,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","True,True","False,False",,,,,,,,,,,,,,,
FBgn0038565,CG7794,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","True,True,True","True,True,False","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","True,True","False,False",,,,,,,,,,,,,,,
FBgn0283472,S6k,True,True,ENSG00000108443,RPS6KB1,False,True,ENSMUSG00000020516,Rps6kb1,False,True,,,,,,,,,,,,,,,
FBgn0024921,Tnpo,True,True,ENSG00000105576,TNPO2,False,True,ENSMUSG00000031691,Tnpo2,False,True,,,,,,,,,,,,,,,
FBgn0035693,CG8219,True,True,ENSG00000105576,TNPO2,False,True,ENSMUSG00000031691,Tnpo2,False,True,,,,,,,,,,,,,,,
FBgn0035911,CG6638,True,False,ENSG00000128928,IVD,False,True,ENSMUSG00000027332,Ivd,True,True,,,,,,,,,,,,,,,
FBgn0037875,ZnT86D,True,True,ENSG00000145740,SLC30A5,False,True,ENSMUSG00000054414,Slc30a7,False,True,,,,,,,,,,,,,,,
FBgn0030577,CG5334,True,True,ENSG00000133606,MKRN1,True,False,ENSMUSG00000029922,Mkrn1,True,False,,,,,,,,,,,,,,,
FBgn0030578,CG5347,True,True,ENSG00000133606,MKRN1,True,False,ENSMUSG00000029922,Mkrn1,True,False,v110427,P{KK101649}VIE-260B,8.0,8.0,20.0,20.0,24.0,21.0,20.0,19.0,,,,,No
FBgn0036809,CG12477,True,True,ENSG00000133606,MKRN1,True,False,ENSMUSG00000029922,Mkrn1,True,False,,,,,,,,,,,,,,,
FBgn0029152,Mkrn1,True,True,ENSG00000133606,MKRN1,True,False,ENSMUSG00000029922,Mkrn1,True,False,v34373,w[1118]; P{GD10767}v34373/CyO,28.0,27.0,30.0,30.0,25.0,25.0,16.0,15.0,,,,,Yes
FBgn0264785,Hph,True,True,ENSG00000269858,EGLN2,False,True,ENSMUSG00000058709,Egln2,True,False,,,,,,,,,,,,,,,
FBgn0032446,CG5780,True,True,ENSG00000119650,IFT43,False,True,ENSMUSG00000007867,Ift43,True,False,,,,,,,,,,,,,,,
FBgn0031374,Wdr62,True,True,ENSG00000075702,WDR62,True,False,"ENSMUSG00000033902,ENSMUSG00000037020","Mapkbp1,Wdr62","True,True","False,False",,,,,,,,,,,,,,,
FBgn0024833,AP-1mu,True,True,"ENSG00000129354,ENSG00000072958","AP1M2,AP1M1","True,True","False,False",ENSMUSG00000003033,Ap1m1,True,False,27534,y[1] v[1]; P{TRiP.JF02685}attP2,13.0,10.0,27.0,23.0,27.0,27.0,22.0,22.0,GD works,,,,No
FBgn0037880,CG17726,True,True,ENSG00000003509,NDUFAF7,True,False,ENSMUSG00000024082,Ndufaf7,True,True,v108345,P{KK108358}VIE-260B,29.0,7.0,23.0,5.0,14.0,8.0,20.0,6.0,"Few sperm, but motile. Disorganized testis, significant cell death in the distal part.",No,arginine methyltransferase NDUFAF7,,No
FBgn0000629,E(z),True,True,"ENSG00000106462,ENSG00000108799","EZH2,EZH1","False,False","True,True","ENSMUSG00000029687,ENSMUSG00000006920","Ezh2,Ezh1","True,False","False,True",,,,,,,,,,,,,,,
FBgn0036967,SCCRO4,True,True,ENSG00000137692,DCUN1D5,False,True,ENSMUSG00000051674,Dcun1d4,True,False,,,,,,,,,,,,,,,
FBgn0038862,Usp8,True,True,ENSG00000138592,USP8,False,True,ENSMUSG00000027363,Usp8,True,False,,,,,,,,,,,,,,,
FBgn0051802,CG31802,True,True,ENSG00000177143,CETN1,True,False,ENSMUSG00000045031,Cetn4,True,False,,,,,,,,,,,,,,,
FBgn0034158,CG5522,True,True,ENSG00000116191,RALGPS2,True,False,"ENSMUSG00000038831,ENSMUSG00000026594","Ralgps1,Ralgps2","True,True","False,False",31142,y[1] v[1]; P{TRiP.JF01617}attP2,26.0,25.0,26.0,18.0,27.0,23.0,48.0,38.0,,,,,No
FBgn0036300,Pmm2,True,True,"ENSG00000100417,ENSG00000140650","PMM1,PMM2","True,False","False,True","ENSMUSG00000022474,ENSMUSG00000022711","Pmm1,Pmm2","False,True","True,False",42956,y[1] sc[*] v[1]; P{TRiP.HMS02649}attP40,16.0,16.0,22.0,21.0,30.0,30.0,26.0,25.0,,,,,Yes
FBgn0037050,ICA69,True,True,ENSG00000163596,ICA1L,False,True,"ENSMUSG00000026018,ENSMUSG00000062995","Ica1l,Ica1","True,True","False,False",,,,,,,,,,,,,,,
FBgn0004924,Top1,True,True,ENSG00000184428,TOP1MT,False,True,ENSMUSG00000070544,Top1,False,True,,,,,,,,,,,,,,,
FBgn0036686,CG7728,True,False,ENSG00000165733,BMS1,False,True,ENSMUSG00000030138,Bms1,True,False,,,,,,,,,,,,,,,
FBgn0025808,Rad17,True,True,ENSG00000152942,RAD17,False,True,ENSMUSG00000021635,Rad17,True,False,,,,,,,,,,,,,,,
FBgn0024555,flfl,True,True,ENSG00000100796,PPP4R3A,False,True,ENSMUSG00000020463,Ppp4r3b,True,True,,,,,,,,,,,,,,,
FBgn0039875,sip3,True,True,ENSG00000162298,SYVN1,False,True,ENSMUSG00000024807,Syvn1,True,True,,,,,,,,,,,,,,,
FBgn0032017,CG7810,True,True,ENSG00000142039,CCDC97,False,True,ENSMUSG00000002608,Ccdc97,True,True,v101850,P{KK109968}VIE-260B,17.0,17.0,30.0,28.0,29.0,28.0,16.0,15.0,GD works,,,,No
FBgn0250785,vari,True,True,ENSG00000105926,MPP6,True,True,ENSMUSG00000038388,Mpp6,True,False,,,,,,,,,,,,,,,
FBgn0013759,CASK,True,True,ENSG00000105926,MPP6,True,True,ENSMUSG00000038388,Mpp6,True,False,51721,y[1] sc[*] v[1]; P{TRiP.HMC03260}attP2,24.0,20.0,23.0,20.0,30.0,25.0,25.0,20.0,,,,,Yes
FBgn0022153,l(2)k05819,True,True,ENSG00000177728,TMEM94,False,True,ENSMUSG00000020747,Tmem94,True,False,,,,,,,,,,,,,,,
FBgn0031047,Rcd-1,True,True,ENSG00000144580,CNOT9,False,True,ENSMUSG00000026174,Cnot9,False,True,,,,,,,,,,,,,,,
FBgn0032089,Rcd-1r,True,True,ENSG00000144580,CNOT9,False,True,ENSMUSG00000026174,Cnot9,False,True,,,,,,,,,,,,,,,
FBgn0039887,CG2053,True,True,ENSG00000144580,CNOT9,False,True,ENSMUSG00000026174,Cnot9,False,True,,,,,,,,,,,,,,,
FBgn0004419,me31B,True,True,ENSG00000110367,DDX6,False,True,ENSMUSG00000032097,Ddx6,False,True,,,,,,,,,,,,,,,
FBgn0016919,nompB,True,True,ENSG00000032742,IFT88,True,False,ENSMUSG00000040040,Ift88,True,False,v104419,P{KK108656}VIE-260B,31.0,30.0,24.0,21.0,19.0,19.0,25.0,24.0,,,,,Yes
FBgn0030581,CG14408,True,True,ENSG00000175137,SH3BP5L,False,True,ENSMUSG00000013646,Sh3bp5l,False,True,,,,,,,,,,,,,,,
FBgn0032246,Wdfy2,True,True,ENSG00000085449,WDFY1,False,True,ENSMUSG00000014547,Wdfy2,False,True,,,,,,,,,,,,,,,
FBgn0034194,CG15611,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","False,True","True,False",ENSMUSG00000014782,Plekhg4,True,True,,,,,,,,,,,,,,,
FBgn0035802,Pura,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","False,True","True,False",ENSMUSG00000014782,Plekhg4,True,True,,,,,,,,,,,,,,,
FBgn0050456,CG30456,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","False,True","True,False",ENSMUSG00000014782,Plekhg4,True,True,,,,,,,,,,,,,,,
FBgn0038279,Sdr,True,True,ENSG00000171105,INSR,False,True,ENSMUSG00000005533,Igf1r,False,True,,,,,,,,,,,,,,,
FBgn0283499,InR,True,True,ENSG00000171105,INSR,False,True,ENSMUSG00000005533,Igf1r,False,True,,,,,,,,,,,,,,,
FBgn0039213,atl,True,True,ENSG00000198513,ATL1,True,True,ENSMUSG00000021066,Atl1,True,False,v6719,w[1118]; P{GD242}v6719,25.0,0.0,30.0,0.0,9.0,0.0,15.0,0.0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,No,membrane-bound GTPase that mediates endoplasmic reticulum membrane fusion,"Yes, but specific RNAi",Yes
FBgn0058191,CG40191,True,True,ENSG00000115649,CNPPD1,False,True,ENSMUSG00000033159,Cnppd1,True,False,,,,,,,,,,,,,,,
FBgn0037901,Exd2,True,True,ENSG00000081177,EXD2,True,True,ENSMUSG00000032705,Exd2,True,True,61830,y[1] v[1]; P{TRiP.HMJ23313}attP40,27.0,26.0,22.0,22.0,27.0,21.0,22.0,22.0,,,,,No
FBgn0028292,ric8a,True,True,ENSG00000111785,RIC8B,False,True,ENSMUSG00000025485,Ric8a,False,True,,,,,,,,,,,,,,,
FBgn0038640,CG7706,True,True,ENSG00000163798,SLC4A1AP,False,True,ENSMUSG00000029141,Slc4a1ap,True,False,,,,,,,,,,,,,,,
FBgn0025936,Eph,True,True,ENSG00000116106,EPHA4,False,True,ENSMUSG00000028289,Epha7,True,False,,,,,,,,,,,,,,,
FBgn0261794,kcc,True,False,ENSG00000140199,SLC12A6,False,True,"ENSMUSG00000027130,ENSMUSG00000017740","Slc12a6,Slc12a5","True,True","True,True",,,,,,,,,,,,,,,
FBgn0004373,fwd,True,True,ENSG00000143393,PI4KB,False,True,ENSMUSG00000038861,Pi4kb,False,True,,,,,,,,,,,,,,,
FBgn0011740,alpha-Man-IIa,True,True,ENSG00000196547,MAN2A2,False,True,ENSMUSG00000038886,Man2a2,False,True,v5838,w[1118]; P{GD2875}v5838,16.0,16.0,26.0,26.0,27.0,22.0,30.0,27.0,,,,,No
FBgn0026616,alpha-Man-IIb,True,False,ENSG00000196547,MAN2A2,False,True,ENSMUSG00000038886,Man2a2,False,True,,,,,,,,,,,,,,,
FBgn0039560,BOD1,True,True,ENSG00000038219,BOD1L1,True,True,ENSMUSG00000061755,Bod1l,False,True,,,,,,,,,,,,,,,
FBgn0052006,CG32006,True,True,ENSG00000129654,FOXJ1,False,True,ENSMUSG00000034227,Foxj1,True,False,,,,,,,,,,,,,,,
FBgn0004587,B52,True,True,ENSG00000116350,SRSF4,True,False,ENSMUSG00000028911,Srsf4,False,True,,,,,,,,,,,,,,,
FBgn0040696,CG18675,True,True,ENSG00000159079,CFAP298,True,False,ENSMUSG00000022972,Cfap298,True,False,v105164,P{KK102730}VIE-260B,11.0,0.0,25.0,25.0,13.0,0.0,25.0,0.0,"Non-motile sperm. Testis filled with sperm bundles, few manage to individualize.",No,Cilia- and flagella-associated protein 298,"Yes, but specific reagent",No
FBgn0020622,Pi3K21B,True,True,ENSG00000117461,PIK3R3,False,True,ENSMUSG00000028698,Pik3r3,True,True,,,,,,,,,,,,,,,
FBgn0036837,CG18135,True,True,ENSG00000125772,GPCPD1,False,True,ENSMUSG00000027346,Gpcpd1,False,True,,,,,,,,,,,,,,,
FBgn0036836,CG11619,True,True,ENSG00000125772,GPCPD1,False,True,ENSMUSG00000027346,Gpcpd1,False,True,,,,,,,,,,,,,,,
FBgn0031566,CG2818,True,True,ENSG00000125772,GPCPD1,False,True,ENSMUSG00000027346,Gpcpd1,False,True,,,,,,,,,,,,,,,
FBgn0038008,CG3942,True,True,ENSG00000125772,GPCPD1,False,True,ENSMUSG00000027346,Gpcpd1,False,True,,,,,,,,,,,,,,,
FBgn0028579,phtf,True,True,ENSG00000006576,PHTF2,False,True,ENSMUSG00000058388,Phtf1,True,False,,,,,,,,,,,,,,,
FBgn0003651,svp,True,True,ENSG00000185551,NR2F2,False,True,ENSMUSG00000030551,Nr2f2,False,True,,,,,,,,,,,,,,,
FBgn0028343,Ankle2,True,True,ENSG00000176915,ANKLE2,True,False,ENSMUSG00000029501,Ankle2,False,True,,,,,,,,,,,,,,,
FBgn0037241,CG14646,True,True,ENSG00000168936,TMEM129,False,True,ENSMUSG00000019295,Tmem129,True,True,v103770,P{KK102570}VIE-260B,26.0,16.0,22.0,21.0,30.0,26.0,28.0,20.0,,,,,No
FBgn0038826,Syp,True,True,ENSG00000151962,RBM46,False,True,ENSMUSG00000033882,Rbm46,True,True,,,,,,,,,,,,,,,
FBgn0030345,CG1847,True,True,ENSG00000110711,AIP,False,True,ENSMUSG00000040554,Aipl1,True,False,,,,,,,,,,,,,,,
FBgn0003731,Egfr,True,False,ENSG00000141736,ERBB2,False,True,ENSMUSG00000020122,Egfr,False,True,,,,,,,,,,,,,,,
FBgn0266719,stac,True,True,ENSG00000007516,BAIAP3,False,True,"ENSMUSG00000057948,ENSMUSG00000047507","Unc13d,Baiap3","True,True","True,True",,,,,,,,,,,,,,,
FBgn0033783,CG17019,True,True,ENSG00000170633,RNF34,False,True,"ENSMUSG00000020696,ENSMUSG00000029474","Rffl,Rnf34","True,True","False,False",,,,,,,,,,,,,,,
FBgn0034282,Mapmodulin,True,True,ENSG00000140350,ANP32A,False,True,ENSMUSG00000028333,Anp32b,False,True,,,,,,,,,,,,,,,
FBgn0045073,Stim,True,True,ENSG00000109689,STIM2,False,True,ENSMUSG00000030987,Stim1,True,False,,,,,,,,,,,,,,,
FBgn0032015,Ostgamma,True,True,ENSG00000104723,TUSC3,False,True,ENSMUSG00000039530,Tusc3,True,False,,,,,,,,,,,,,,,
FBgn0026064,KP78a,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","False,True","True,True",ENSMUSG00000024969,Mark2,False,True,,,,,,,,,,,,,,,
FBgn0026063,KP78b,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","False,True","True,True",ENSMUSG00000024969,Mark2,False,True,,,,,,,,,,,,,,,
FBgn0260934,par-1,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","False,True","True,True",ENSMUSG00000024969,Mark2,False,True,,,,,,,,,,,,,,,
FBgn0038341,CG14869 (AdamTS-A),True,False,ENSG00000145536,ADAMTS16,False,True,ENSMUSG00000058145,Adamts17,True,False,,,,,,,,,,,,,,,
FBgn0000108,Appl,True,False,"ENSG00000084234,ENSG00000142192","APLP2,APP","False,False","True,True",ENSMUSG00000031996,Aplp2,False,True,,,,,,,,,,,,,,,
FBgn0283724,Girdin,True,True,ENSG00000115355,CCDC88A,True,False,"ENSMUSG00000032740,ENSMUSG00000021182","Ccdc88a,Ccdc88c","True,True","False,False",,,,,,,,,,,,,,,
FBgn0003124,polo,True,True,ENSG00000145632,PLK2,True,False,ENSMUSG00000030867,Plk1,True,False,v20177,w[1118]; P{GD7563}v20177,23.0,0.0,25.0,0.0,20.0,0.0,11.0,0.0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,Yes. Affects centrioles during meiosis,Serine/threonine-protein kinase,,Yes
FBgn0032171,CG5846,True,True,ENSG00000164331,ANKRA2,False,True,ENSMUSG00000021661,Ankra2,True,False,,,,,,,,,,,,,,,
FBgn0027279,l(1)G0196,True,True,ENSG00000168781,PPIP5K1,False,True,ENSMUSG00000033526,Ppip5k1,True,False,,,,,,,,,,,,,,,
FBgn0051249,CG31249,True,True,ENSG00000087302,RTRAF,True,False,"ENSMUSG00000021807,ENSMUSG00000074479","Rtraf,Gm10704","True,True","False,False",v101478,P{KK109292}VIE-260B,8.0,0.0,11.0,2.0,28.0,0.0,21.0,1.0,"Sperm seem to individualize, but are non-motile.",No,"Based on domains: transcription, translation and transport factor protein",,No
FBgn0261573,CoRest,True,True,ENSG00000089902,RCOR1,False,True,ENSMUSG00000037395,Rcor3,True,False,,,,,,,,,,,,,,,
FBgn0039115,CG10214,True,True,ENSG00000076043,REXO2,True,True,ENSMUSG00000032026,Rexo2,True,False,v101393,P{KK109035}VIE-260B,22.0,22.0,20.0,16.0,26.0,25.0,23.0,20.0,,,,,No
FBgn0036684,CG3764,True,True,"ENSG00000052795,ENSG00000217128","FNIP2,FNIP1","False,False","True,True",ENSMUSG00000035992,Fnip1,True,False,,,,,,,,,,,,,,,
FBgn0265190,PIG-S,True,True,ENSG00000087111,PIGS,True,False,ENSMUSG00000041958,Pigs,True,True,v109119, P{KK115806}VIE-260B,28.0,26.0,29.0,28.0,23.0,21.0,25.0,23.0,,,,,No
FBgn0031818,CG9536,True,True,ENSG00000126062,TMEM115,False,True,ENSMUSG00000010045,Tmem115,True,False,,,,,,,,,,,,,,,
FBgn0263979,Caf1-55,True,True,ENSG00000162521,RBBP4,False,True,ENSMUSG00000057236,Rbbp4,True,True,,,,,,,,,,,,,,,
FBgn0038499,Brf,True,False,ENSG00000185024,BRF1,False,True,ENSMUSG00000011158,Brf1,True,False,,,,,,,,,,,,,,,
FBgn0035065,CG3589,True,True,ENSG00000156521,TYSND1,True,False,ENSMUSG00000020087,Tysnd1,True,True,v38154,w[1118]; P{GD5963}v38154/TM3,32.0,31.0,28.0,28.0,30.0,29.0,24.0,24.0,,,,,No
FBgn0032393,Nfs1,True,True,ENSG00000244005,NFS1,True,False,ENSMUSG00000027618,Nfs1,True,False,v105106,P{KK101134}VIE-260B,25.0,16.0,30.0,26.0,35.0,29.0,30.0,29.0,,,,,Yes
FBgn0051864,Qtzl,True,True,ENSG00000244005,NFS1,True,False,ENSMUSG00000027618,Nfs1,True,False,,,,,,,,,,,,,,,
FBgn0038248,CG7886,True,True,ENSG00000148019,CEP78,True,True,ENSMUSG00000041491,Cep78,False,True,v109607,P{KK100967}VIE-260B,19.0,0.0,17.0,0.0,11.0,0.0,21.0,0.0,No motile sperm. Testis is full of seemingly individualized sperm that have no motility.,No,Centrosomal protein of 78kDa,"Yes, but specific reagent",No
FBgn0038788,Sirt2,True,True,ENSG00000142082,SIRT3,True,True,"ENSMUSG00000025486,ENSMUSG00000015149","Sirt3,Sirt2","True,True","False,False",,,,,,,,,,,,,,,
FBgn0031850,Tsp,True,True,"ENSG00000105664,ENSG00000137801","COMP,THBS1","True,False","False,True",ENSMUSG00000031849,Comp,True,False,,,,,,,,,,,,,,,
FBgn0266758,Esyt2,True,True,ENSG00000139641,ESYT1,False,True,ENSMUSG00000025366,Esyt1,False,True,,,,,,,,,,,,,,,
FBgn0036824,CG3902,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","True,False","True,True","ENSMUSG00000030861,ENSMUSG00000029545","Acadsb,Acads","False,False","True,True",,,,,,,,,,,,,,,
FBgn0037999,CG4860,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","True,False","True,True","ENSMUSG00000030861,ENSMUSG00000029545","Acadsb,Acads","False,False","True,True",,,,,,,,,,,,,,,
FBgn0038742,Arc42,True,True,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","True,False","True,True","ENSMUSG00000030861,ENSMUSG00000029545","Acadsb,Acads","False,False","True,True",,,,,,,,,,,,,,,
FBgn0264978,Slh,True,True,ENSG00000092108,SCFD1,False,True,ENSMUSG00000020952,Scfd1,False,True,,,,,,,,,,,,,,,
FBgn0004107,Cdk2,True,True,ENSG00000123374,CDK2,False,True,ENSMUSG00000025358,Cdk2,True,True,,,,,,,,,,,,,,,
FBgn0001942,eIF4A,True,True,ENSG00000156976,EIF4A2,False,True,ENSMUSG00000022884,Eif4a2,False,True,,,,,,,,,,,,,,,
FBgn0032296,CG6729,True,True,ENSG00000167447,SMG8,False,True,ENSMUSG00000020495,Smg8,False,True,,,,,,,,,,,,,,,
FBgn0039209,REPTOR,True,False,ENSG00000164463,CREBRF,False,True,ENSMUSG00000048249,Crebrf,True,True,,,,,,,,,,,,,,,
FBgn0261804,CG42750,False,True,"ENSG00000141096,ENSG00000015413","DPEP3,DPEP1","False,False","True,True",ENSMUSG00000031898,Dpep3,True,False,,,,,,,,,,,,,,,
FBgn0025720,Ate1,True,True,ENSG00000107669,ATE1,False,True,ENSMUSG00000030850,Ate1,True,False,,,,,,,,,,,,,,,
FBgn0020392,Nmt,True,True,ENSG00000136448,NMT1,True,False,ENSMUSG00000020936,Nmt1,True,False,v28019,w[1118]; P{GD12241}v28019,23.0,0.0,27.0,0.0,20.0,0.0,16.0,0.0,"Few sperm, all immotile/dead. Spermiogenesis defect",No,N-myristoyltransferase,,Yes
FBgn0023536,CG3156,True,True,ENSG00000150967,ABCB9,False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","True,True","False,True",,,,,,,,,,,,,,,
FBgn0030403,CG1824,True,True,ENSG00000150967,ABCB9,False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","True,True","False,True",,,,,,,,,,,,,,,
FBgn0005777,PpD3,True,True,"ENSG00000011485,ENSG00000230510","PPP5C,PPP5D1","False,True","True,False",ENSMUSG00000003099,Ppp5c,True,True,,,,,,,,,,,,,,,
FBgn0000152,Axs,True,False,ENSG00000160746,ANO10,False,True,ENSMUSG00000037949,Ano10,True,True,,,,,,,,,,,,,,,
FBgn0028879,CG15270,True,True,ENSG00000160746,ANO10,False,True,ENSMUSG00000037949,Ano10,True,True,,,,,,,,,,,,,,,
FBgn0036053,iPLA2-VIA,True,True,ENSG00000184381,PLA2G6,True,False,ENSMUSG00000042632,Pla2g6,True,False,,,,,,,,,,,,,,,
FBgn0263005,CG43313,True,True,"ENSG00000033100,ENSG00000123989","CHPF2,CHPF","False,False","True,True",ENSMUSG00000038181,Chpf2,False,True,,,,,,,,,,,,,,,
FBgn0037379,CG10979,True,True,ENSG00000048405,ZNF800,False,True,ENSMUSG00000039841,Zfp800,True,True,,,,,,,,,,,,,,,
FBgn0027509,TBCD,True,True,ENSG00000141556,TBCD,False,True,ENSMUSG00000039230,Tbcd,False,True,,,,,,,,,,,,,,,
FBgn0033897,Rcd1,True,True,ENSG00000114982,KANSL3,True,True,ENSMUSG00000010453,Kansl3,True,True,v108002,P{KK100764}VIE-260B,25.0,0.0,30.0,0.0,30.0,2.0,20.0,0.0,No sperm. No post-meiotic cells are visible. Distal testis is full of cellular debris (and round cells). ,No,histone acetyltransferase,No,No
FBgn0037008,mTerf3,True,True,ENSG00000156469,MTERF3,True,False,ENSMUSG00000021519,Mterf3,True,False,v26692,w[1118]; P{GD11515}v26692,27.0,25.0,28.0,27.0,30.0,28.0,25.0,25.0,,,,,Yes
FBgn0011211,blw,True,True,ENSG00000152234,ATP5F1A,False,True,ENSMUSG00000025428,Atp5a1,False,True,28059,y[1] v[1]; P{TRiP.JF02896}attP2,27.0,0.0,23.0,0.0,25.0,2.0,30.0,1.0,No sperm. Individualization defect.,https://link.springer.com/article/10.1007%2Fs004380050826,subunit of the mitochondrial complex V,No,Yes
FBgn0026313,X11L,True,True,ENSG00000107282,APBA1,True,False,ENSMUSG00000024897,Apba1,True,True,,,,,,,,,,,,,,,
FBgn0041164,armi,True,True,ENSG00000073146,MOV10L1,True,False,ENSMUSG00000015365,Mov10l1,True,False,31604,y[1] v[1]; P{TRiP.JF01388}attP2,11.0,2.0,17.0,15.0,27.0,15.0,25.0,12.0,No obvious defects. Plenty of motile sperm. ,https://www.sciencedirect.com/science/article/pii/S0092867404002181?via%3Dihub,RNA helicase,,No
FBgn0037297,CG1116,True,True,ENSG00000107185,RGP1,False,True,ENSMUSG00000028468,Rgp1,True,True,v104878,P{KK107829}VIE-260B,34.0,32.0,27.0,26.0,15.0,14.0,30.0,30.0,,,,,No
FBgn0039141,spas,True,True,ENSG00000132436,FIGNL1,False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","True,True","False,True",,,,,,,,,,,,,,,
FBgn0031519,Fign,True,True,ENSG00000132436,FIGNL1,False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","True,True","False,True",,,,,,,,,,,,,,,
FBgn0017414,cag,True,True,ENSG00000234616,JRK,False,True,ENSMUSG00000046380,Jrk,True,False,,,,,,,,,,,,,,,
FBgn0019932,SamDC,True,True,ENSG00000123505,AMD1,False,True,ENSMUSG00000075232,Amd1,False,True,v101753,P{KK109424}VIE-260B,22.0,21.0,29.0,29.0,28.0,27.0,28.0,26.0,,,,,No
FBgn0031873,Gas41,True,True,ENSG00000127337,YEATS4,True,True,ENSMUSG00000020171,Yeats4,True,False,v106922,P{KK101151}VIE-260B,20.0,20.0,29.0,29.0,17.0,17.0,25.0,25.0,,,,,No
FBgn0036316,CG10960,True,True,ENSG00000136856,SLC2A8,True,False,ENSMUSG00000026791,Slc2a8,True,False,34598,y[1] sc[*] v[1]; P{TRiP.HMS01072}attP2,16.0,14.0,25.0,24.0,30.0,29.0,26.0,25.0,,,,,No
FBgn0015230,Glut3,True,True,ENSG00000136856,SLC2A8,True,False,ENSMUSG00000026791,Slc2a8,True,False,,,,,,,,,,,,,,,
