id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation,id_gene_HS,id_gene_MM,id_gene_DM,gene_HS,gene_MM,gene_DM
3BCCR,"9606.ENSP00000035307,9606.ENSP00000243776",10090.ENSMUSP00000112804,7227.FBpp0297743,Chondroitin,"ENSG00000033100,ENSG00000123989",ENSMUSG00000038181,FBgn0263005,"CHPF2,CHPF",Chpf2,CG43313
3BCDC,9606.ENSP00000376989,10090.ENSMUSP00000110976,7227.FBpp0078280,nucleic acid binding,ENSG00000048405,ENSMUSG00000039841,FBgn0037379,ZNF800,Zfp800,CG10979
3BCDD,9606.ENSP00000347719,10090.ENSMUSP00000099302,7227.FBpp0077502,post-chaperonin tubulin folding pathway,ENSG00000141556,ENSMUSG00000039230,FBgn0027509,TBCD,Tbcd,TBCD
3BCDH,9606.ENSP00000396749,10090.ENSMUSP00000010597,7227.FBpp0302789,histone H4-K16 acetylation,ENSG00000114982,ENSMUSG00000010453,FBgn0033897,KANSL3,Kansl3,Rcd1
3BCEQ,9606.ENSP00000262794,10090.ENSMUSP00000118437,7227.FBpp0100102,Mov10 RISC complex RNA helicase like 1,ENSG00000073146,ENSMUSG00000015365,FBgn0041164,MOV10L1,Mov10l1,armi
3BCEV,9606.ENSP00000367318,10090.ENSMUSP00000103518,7227.FBpp0078422,Rab guanyl-nucleotide exchange factor activity,ENSG00000107185,ENSMUSG00000028468,FBgn0037297,RGP1,Rgp1,CG1116
3BCFH,9606.ENSP00000295628,10090.ENSMUSP00000077779,7227.FBpp0071392,Leucine rich repeat,ENSG00000163428,ENSMUSG00000034158,FBgn0052687,LRRC58,Lrrc58,CG32687
3BCFM,9606.ENSP00000410811,"10090.ENSMUSP00000024869,10090.ENSMUSP00000126340","7227.FBpp0083918,7227.FBpp0303790",microtubule-severing ATPase activity,ENSG00000132436,"ENSMUSG00000024068,ENSMUSG00000035455","FBgn0039141,FBgn0031519",FIGNL1,"Spast,Fignl1","spas,Fign"
3BCG5,9606.ENSP00000482410,10090.ENSMUSP00000051842,7227.FBpp0087334,Jerky protein,ENSG00000234616,ENSMUSG00000046380,FBgn0017414,JRK,Jrk,cag
3BCGR,9606.ENSP00000357880,10090.ENSMUSP00000097528,7227.FBpp0079584,S-adenosylmethioninamine biosynthetic process,ENSG00000123505,ENSMUSG00000075232,FBgn0019932,AMD1,Amd1,SamDC
3BCH1,9606.ENSP00000247843,10090.ENSMUSP00000020382,7227.FBpp0078992,histone H2A acetylation,ENSG00000127337,ENSMUSG00000020171,FBgn0031873,YEATS4,Yeats4,Gas41
3BCID,9606.ENSP00000216807,"10090.ENSMUSP00000082500,10090.ENSMUSP00000112266",7227.FBpp0073526,Breast cancer metastasis-suppressor,ENSG00000100916,"ENSMUSG00000012076,ENSMUSG00000080268",FBgn0030434,BRMS1L,"Brms1l,Brms1",Brms1
3BCIZ,9606.ENSP00000295951,10090.ENSMUSP00000117816,7227.FBpp0110594,regulation of voltage-gated sodium channel activity,ENSG00000163681,ENSMUSG00000021870,FBgn0040011,SLMAP,Slmap,Slmap
3BCJK,9606.ENSP00000318406,"10090.ENSMUSP00000006893,10090.ENSMUSP00000099667",7227.FBpp0076461,dyslexia-associated protein,ENSG00000142687,"ENSMUSG00000006711,ENSMUSG00000028830",FBgn0035833,KIAA0319L,"D130043K22Rik,AU040320",CG7565
3BCJU,9606.ENSP00000361180,10090.ENSMUSP00000028157,7227.FBpp0080700,general transcription factor,ENSG00000148308,ENSMUSG00000026816,FBgn0086445,GTF3C5,Gtf3c5,l(2)37Cd
3BCK2,9606.ENSP00000355077,10090.ENSMUSP00000033006,7227.FBpp0305541,Non-structural maintenance of chromosomes element 1 homolog,ENSG00000169189,ENSMUSG00000030750,FBgn0031848,NSMCE1,Nsmce1,Nse1
3BCK7,9606.ENSP00000229812,10090.ENSMUSP00000009138,7227.FBpp0304464,protein serine/threonine kinase activity,ENSG00000112079,ENSMUSG00000024006,FBgn0003744,STK38,Stk38,trc
3BCKV,9606.ENSP00000446242,10090.ENSMUSP00000026899,"7227.FBpp0082215,7227.FBpp0083299,7227.FBpp0087946,7227.FBpp0112922,7227.FBpp0306183",oxaloacetate(2-) transmembrane transport,ENSG00000183048,ENSMUSG00000025792,"FBgn0027610,FBgn0038797,FBgn0033248,FBgn0036807,FBgn0036808",SLC25A10,Slc25a10,"Dic1,Dic2,Dic3,CG6893,Dic4"
3BCKW,9606.ENSP00000394791,10090.ENSMUSP00000046598,7227.FBpp0075663,ubiquitin-like protein-specific isopeptidase activity,ENSG00000079387,ENSMUSG00000033075,FBgn0052110,SENP1,Senp1,CG32110
3BCKX,9606.ENSP00000361310,10090.ENSMUSP00000024749,7227.FBpp0078142,DNA polymerase,ENSG00000170734,ENSMUSG00000023953,FBgn0037141,POLH,Polh,DNApol-eta
3BCM0,9606.ENSP00000440402,10090.ENSMUSP00000130440,7227.FBpp0070235,helicase,ENSG00000013573,ENSMUSG00000035842,FBgn0026876,DDX11,Ddx11,CG11403
3BCM3,9606.ENSP00000366998,10090.ENSMUSP00000070915,7227.FBpp0297300,dynactin binding,ENSG00000089006,ENSMUSG00000056185,FBgn0032005,SNX5,Snx32,Snx6
3BCM5,9606.ENSP00000256578,10090.ENSMUSP00000099698,7227.FBpp0292384,Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family,ENSG00000116337,ENSMUSG00000027889,FBgn0052626,AMPD2,Ampd2,AMPdeam
3BCM7,9606.ENSP00000390651,10090.ENSMUSP00000033769,7227.FBpp0084549,interleukin-1-mediated signaling pathway,ENSG00000198001,ENSMUSG00000031392,FBgn0010441,IRAK4,Irak1,pll
3BCN5,9606.ENSP00000306117,"10090.ENSMUSP00000034612,10090.ENSMUSP00000038551",7227.FBpp0304166,ATP-dependent RNA helicase,ENSG00000168872,"ENSMUSG00000032101,ENSMUSG00000033658",FBgn0024804,DDX19A,"Ddx25,Ddx19b",Dbp80
3BCN6,9606.ENSP00000348510,10090.ENSMUSP00000056719,7227.FBpp0080077,general transcription factor,ENSG00000077235,ENSMUSG00000032777,FBgn0032517,GTF3C1,Gtf3c1,CG7099
3BCNB,9606.ENSP00000335595,10090.ENSMUSP00000038590,7227.FBpp0070786,regulation of sperm capacitation,ENSG00000176148,ENSMUSG00000062859,FBgn0029820,TCP11L1,Tcp11,CG16721
3BCNJ,9606.ENSP00000361158,"10090.ENSMUSP00000041009,10090.ENSMUSP00000050087",7227.FBpp0083130,protein serine/threonine/tyrosine kinase activity,ENSG00000070759,"ENSMUSG00000033985,ENSMUSG00000028458",FBgn0004876,TESK2,"Tesk2,Tesk1",cdi
3BCNY,9606.ENSP00000255324,10090.ENSMUSP00000093469,7227.FBpp0302955,metal ion binding,ENSG00000132972,ENSMUSG00000000365,FBgn0263974,RNF17,Rnf17,qin
3BCPB,9606.ENSP00000309741,10090.ENSMUSP00000026897,7227.FBpp0079423,"Solute carrier organic anion transporter family, member",ENSG00000173930,ENSMUSG00000025790,FBgn0032123,SLCO4C1,Slco3a1,Oatp30B
3BCPI,9606.ENSP00000356807,10090.ENSMUSP00000037514,7227.FBpp0070007,(Tor) signaling pathway,ENSG00000143155,ENSMUSG00000040843,FBgn0031094,TIPRL,Tiprl,CG9578
3BCPK,9606.ENSP00000442656,"10090.ENSMUSP00000000544,10090.ENSMUSP00000088453","7227.FBpp0078721,7227.FBpp0087739,7227.FBpp0300982",transmembrane receptor protein serine/threonine kinase activity,ENSG00000135503,"ENSMUSG00000000532,ENSMUSG00000026836","FBgn0003716,FBgn0011300,FBgn0003317",ACVR1B,"Acvr1b,Acvr1","tkv,babo,sax"
3BCPU,9606.ENSP00000407487,10090.ENSMUSP00000103795,7227.FBpp0081284,muscle structure development,ENSG00000140553,ENSMUSG00000018845,FBgn0010812,UNC45A,Unc45b,unc-45
3BCPV,9606.ENSP00000361540,10090.ENSMUSP00000006565,7227.FBpp0080391,Cell division cycle,ENSG00000117399,ENSMUSG00000006398,FBgn0001086,CDC20,Cdc20,fzy
3BCQH,"9606.ENSP00000264080,9606.ENSP00000361483",10090.ENSMUSP00000005975,7227.FBpp0071269,clathrin heavy chain binding,"ENSG00000125734,ENSG00000148358",ENSMUSG00000005823,FBgn0030109,"GPR108,GPR107",Gpr108,CG12121
3BCQK,9606.ENSP00000231749,10090.ENSMUSP00000010188,7227.FBpp0075628,positive regulation of motile cilium assembly,ENSG00000004838,ENSMUSG00000010044,FBgn0266709,ZMYND10,Zmynd10,Zmynd10
3BCRH,9606.ENSP00000473172,10090.ENSMUSP00000103400,7227.FBpp0074756,"Proposed core component of the chromatin remodeling Ino80 complex which is involved in transcriptional regulation, DNA replication and probably DNA repair",ENSG00000183207,ENSMUSG00000003868,FBgn0040075,RUVBL2,Ruvbl2,rept
3BCRK,9606.ENSP00000347232,10090.ENSMUSP00000127995,7227.FBpp0081910,forked DNA-dependent helicase activity,ENSG00000197299,ENSMUSG00000030528,FBgn0002906,BLM,Blm,Blm
3BCSF,9606.ENSP00000377532,10090.ENSMUSP00000063825,7227.FBpp0087539,pyruvate carboxylase activity,ENSG00000173599,ENSMUSG00000024892,FBgn0027580,PC,Pcx,PCB
3BCT3,9606.ENSP00000328875,"10090.ENSMUSP00000027186,10090.ENSMUSP00000044482",7227.FBpp0297341,anterograde dendritic transport of mitochondrion,ENSG00000115993,"ENSMUSG00000026028,ENSMUSG00000032536",FBgn0262872,TRAK2,"Trak2,Trak1",milt
3BCT5,9606.ENSP00000296215,10090.ENSMUSP00000060721,7227.FBpp0112453,production of miRNAs involved in gene silencing by miRNA,ENSG00000163877,ENSMUSG00000050213,FBgn0039943,SNIP1,Snip1,CG17168
3BCTD,9606.ENSP00000364204,10090.ENSMUSP00000030536,7227.FBpp0099837,positive regulation of cristae formation,ENSG00000158828,ENSMUSG00000028756,FBgn0029891,PINK1,Pink1,Pink1
3BCTP,9606.ENSP00000356785,10090.ENSMUSP00000083192,7227.FBpp0081561,Nucleoside diphosphate kinase,ENSG00000143156,ENSMUSG00000026575,FBgn0028997,NME7,Nme7,nmdyn-D7
3BCUC,9606.ENSP00000264649,10090.ENSMUSP00000044838,"7227.FBpp0079839,7227.FBpp0083071,7227.FBpp0084743,7227.FBpp0085786","Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase",ENSG00000033627,ENSMUSG00000019302,"FBgn0032373,FBgn0028670,FBgn0028671,FBgn0028669",ATP6V0A1,Atp6v0a1,"Vha100-5,Vha100-2,Vha100-1,Vha100-3"
3BCV3,9606.ENSP00000315702,10090.ENSMUSP00000125415,7227.FBpp0297918,kinase binding,ENSG00000115540,ENSMUSG00000025979,FBgn0259483,MOB4,Mob4,Mob4
3BCVH,9606.ENSP00000424328,10090.ENSMUSP00000022245,7227.FBpp0073910,structural constituent of ribosome,ENSG00000112996,ENSMUSG00000021731,FBgn0030692,MRPS30,Mrps30,mRpS30
3BCVR,9606.ENSP00000240185,10090.ENSMUSP00000081142,"7227.FBpp0075370,7227.FBpp0088568",nuclear inner membrane organization,ENSG00000120948,ENSMUSG00000041459,"FBgn0036496,FBgn0025790",TARDBP,Tardbp,"CG7804,TBPH"
3BCVV,9606.ENSP00000392318,10090.ENSMUSP00000028911,7227.FBpp0080629,histone acetyltransferase activity,ENSG00000149474,ENSMUSG00000027425,FBgn0032691,KAT14,Kat14,Atac2
3BCX4,9606.ENSP00000318429,10090.ENSMUSP00000042772,7227.FBpp0083775,outer dynein arm assembly,ENSG00000105479,ENSMUSG00000040189,FBgn0039070,CCDC114,Ccdc114,CG17083
3BCX9,9606.ENSP00000451300,10090.ENSMUSP00000119303,7227.FBpp0303726,numb homolog,ENSG00000133961,ENSMUSG00000021224,FBgn0002973,NUMB,Numb,numb
3BCXY,"9606.ENSP00000321856,9606.ENSP00000383938","10090.ENSMUSP00000024042,10090.ENSMUSP00000032422",7227.FBpp0077763,cysteine-rich with EGF-like,"ENSG00000163703,ENSG00000184164","ENSMUSG00000023272,ENSMUSG00000030284",FBgn0031217,"CRELD1,CRELD2","Creld2,Creld1",CG11377
3BCYE,9606.ENSP00000399970,"10090.ENSMUSP00000025377,10090.ENSMUSP00000040321",7227.FBpp0081665,peptidyl-serine dephosphorylation,ENSG00000175470,"ENSMUSG00000024500,ENSMUSG00000041769",FBgn0004889,PPP2R2D,"Ppp2r2b,Ppp2r2d",tws
3BCYK,9606.ENSP00000477602,10090.ENSMUSP00000006557,"7227.FBpp0078575,7227.FBpp0081313,7227.FBpp0297436","Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. Condensing enzyme",ENSG00000066322,ENSMUSG00000006390,"FBgn0051523,FBgn0037534,FBgn0051522",ELOVL1,Elovl1,"CG31523,CG2781,CG31522"
3BCYM,9606.ENSP00000380495,10090.ENSMUSP00000031478,7227.FBpp0075106,Belongs to the DEAD box helicase family,ENSG00000185163,ENSMUSG00000029504,FBgn0004556,DDX51,Ddx51,Dbp73D
3BCYP,9606.ENSP00000325376,10090.ENSMUSP00000120115,7227.FBpp0081601,Heterogeneous nuclear ribonucleoprotein M,ENSG00000099783,ENSMUSG00000059208,FBgn0267790,HNRNPM,Hnrnpm,rump
3BCZ9,9606.ENSP00000419279,10090.ENSMUSP00000124369,7227.FBpp0082624,intraciliary transport,ENSG00000105948,ENSMUSG00000056832,FBgn0038358,TTC26,Ttc26,CG4525
3BCZE,9606.ENSP00000359531,10090.ENSMUSP00000029938,7227.FBpp0305673,factor iib,ENSG00000137947,ENSMUSG00000028271,FBgn0004915,GTF2B,Gtf2b,TfIIB
3BCZK,9606.ENSP00000249344,"10090.ENSMUSP00000036477,10090.ENSMUSP00000068587",7227.FBpp0072946,cortical actin cytoskeleton organization,ENSG00000128578,"ENSMUSG00000039629,ENSMUSG00000014601",FBgn0035437,STRIP2,"Strip2,Strip1",Strip
3BD01,9606.ENSP00000349087,10090.ENSMUSP00000056792,7227.FBpp0086352,Transmembrane protein 259,ENSG00000182087,ENSMUSG00000013858,FBgn0034071,TMEM259,Tmem259,CG8405
3BD0F,9606.ENSP00000356988,10090.ENSMUSP00000106926,7227.FBpp0072385,bis(5'-adenosyl)-triphosphatase activity,ENSG00000158793,ENSMUSG00000013997,FBgn0024945,NIT1,Nit1,NitFhit
3BD0W,9606.ENSP00000366488,10090.ENSMUSP00000005606,"7227.FBpp0079448,7227.FBpp0085089,7227.FBpp0085090",camp-dependent protein kinase catalytic subunit,ENSG00000165059,ENSMUSG00000005469,"FBgn0000273,FBgn0000274,FBgn0039796",PRKACG,Prkaca,"Pka-C1,Pka-C2,CG12069"
3BD14,9606.ENSP00000311121,10090.ENSMUSP00000042590,"7227.FBpp0072257,7227.FBpp0073989,7227.FBpp0083336","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH",ENSG00000154611,ENSMUSG00000036743,"FBgn0017556,FBgn0004066,FBgn0265606",PSMA8,Psma8,"Prosalpha4T2,Prosalpha4,Prosalpha4T1"
3BD1V,9606.ENSP00000309474,10090.ENSMUSP00000027432,7227.FBpp0084754,regulation of protein catabolic process,ENSG00000173692,ENSMUSG00000026229,FBgn0028692,PSMD1,Psmd1,Rpn2
3BD4S,9606.ENSP00000264775,10090.ENSMUSP00000016144,"7227.FBpp0078156,7227.FBpp0078157,7227.FBpp0078160,7227.FBpp0087590,7227.FBpp0087635",Lipid phosphate phosphohydrolase,ENSG00000067113,ENSMUSG00000021759,"FBgn0037164,FBgn0037165,FBgn0037163,FBgn0041087,FBgn0016078",PLPP1,Plpp1,"CG11438,CG11437,laza,wun2,wun"
3BD4U,9606.ENSP00000357047,10090.ENSMUSP00000090316,7227.FBpp0289089,Mediator of RNA polymerase II transcription subunit,ENSG00000112282,ENSMUSG00000019984,FBgn0034795,MED23,Med23,MED23
3BD60,9606.ENSP00000358575,10090.ENSMUSP00000103771,7227.FBpp0085543,cilium movement,ENSG00000272514,ENSMUSG00000028294,FBgn0034532,CFAP206,Cfap206,CG13436
3BD68,9606.ENSP00000296702,10090.ENSMUSP00000025375,7227.FBpp0292135,Transcription elongation regulator,ENSG00000113649,ENSMUSG00000024498,FBgn0261641,TCERG1,Tcerg1,CG42724
3BD6I,9606.ENSP00000324292,10090.ENSMUSP00000099320,7227.FBpp0075816,establishment of epithelial cell polarity,ENSG00000188878,ENSMUSG00000020776,FBgn0036206,FBF1,Fbf1,CG5964
3BD6K,9606.ENSP00000315775,10090.ENSMUSP00000034203,7227.FBpp0079628,Golgi vesicle prefusion complex stabilization,ENSG00000103051,ENSMUSG00000031753,FBgn0032258,COG4,Cog4,CG7456
3BD78,9606.ENSP00000307674,10090.ENSMUSP00000090032,7227.FBpp0081866,nucleotidase 1,ENSG00000171302,ENSMUSG00000025575,FBgn0037900,CANT1,Cant1,CG5276
3BD7H,9606.ENSP00000261596,10090.ENSMUSP00000070583,7227.FBpp0292618,phosphatidate phosphatase,ENSG00000101577,ENSMUSG00000020593,FBgn0263593,LPIN2,Lpin1,Lpin
3BD7N,9606.ENSP00000372335,10090.ENSMUSP00000030993,7227.FBpp0083453,negative regulation of transcription elongation from RNA polymerase II promoter,ENSG00000185049,ENSMUSG00000029111,FBgn0038872,NELFA,Nelfa,Nelf-A
3BD7U,9606.ENSP00000356263,10090.ENSMUSP00000093581,"7227.FBpp0071713,7227.FBpp0071716,7227.FBpp0080294,7227.FBpp0292778",UPF0364 protein C6orf211 homolog,ENSG00000146476,ENSMUSG00000061759,"FBgn0034689,FBgn0034687,FBgn0028892,FBgn0034688",ARMT1,Armt1,"CG2921,CG11475,CG4161,CG11474"
3BD80,9606.ENSP00000339883,"10090.ENSMUSP00000005003,10090.ENSMUSP00000025713",7227.FBpp0071630,transmembrane 7 superfamily member 2,ENSG00000143815,"ENSMUSG00000004880,ENSMUSG00000024799",FBgn0034657,LBR,"Lbr,Tm7sf2",LBR
3BD88,9606.ENSP00000335304,10090.ENSMUSP00000060346,7227.FBpp0081834,dihydrolipoyllysine-residue succinyltransferase activity,ENSG00000119689,ENSMUSG00000004789,FBgn0037891,DLST,Dlst,CG5214
3BD8E,9606.ENSP00000402653,10090.ENSMUSP00000091048,7227.FBpp0080383,WD repeat,ENSG00000123154,ENSMUSG00000005150,FBgn0028897,WDR83,Wdr83,CG4935
3BD8K,9606.ENSP00000257934,10090.ENSMUSP00000064465,7227.FBpp0076831,meiotic chromosome separation,ENSG00000135476,ENSMUSG00000058290,FBgn0035627,ESPL1,Espl1,Sse
3BD8Q,9606.ENSP00000416418,10090.ENSMUSP00000044185,7227.FBpp0290667,sodium:proton antiporter activity,ENSG00000197818,ENSMUSG00000039463,FBgn0026787,SLC9A8,Slc9a8,Nhe1
3BD8W,9606.ENSP00000376587,10090.ENSMUSP00000029402,7227.FBpp0075085,acetyl-CoA transmembrane transporter activity,ENSG00000169359,ENSMUSG00000027822,FBgn0036662,SLC33A1,Slc33a1,CG9706
3BD9X,9606.ENSP00000267973,10090.ENSMUSP00000113560,7227.FBpp0081650,positive regulation of histone H3-K79 methylation,ENSG00000140395,ENSMUSG00000061559,FBgn0027524,WDR61,Wdr61,CG3909
3BDA8,9606.ENSP00000264645,10090.ENSMUSP00000017384,7227.FBpp0084591,Cancer susceptibility candidate 3,ENSG00000108349,ENSMUSG00000078676,FBgn0045862,CASC3,Casc3,btz
3BDAI,9606.ENSP00000251871,10090.ENSMUSP00000034411,7227.FBpp0082980,nucleic acid-templated transcription,ENSG00000042429,ENSMUSG00000031935,FBgn0038578,MED17,Med17,MED17
3BDAR,9606.ENSP00000219240,10090.ENSMUSP00000070303,7227.FBpp0289671,dihydroorotate dehydrogenase activity,ENSG00000102967,ENSMUSG00000031730,FBgn0000447,DHODH,Dhodh,Dhod
3BDAS,9606.ENSP00000362014,"10090.ENSMUSP00000064538,10090.ENSMUSP00000088618,10090.ENSMUSP00000133564",7227.FBpp0305866,dynamin family protein polymerization involved in mitochondrial fission,ENSG00000106976,"ENSMUSG00000040265,ENSMUSG00000026825,ENSMUSG00000033335",FBgn0003392,DNM1,"Dnm3,Dnm1,Dnm2",shi
3BDAZ,9606.ENSP00000425092,10090.ENSMUSP00000021226,7227.FBpp0070951,Luc7-like protein 3,ENSG00000108848,ENSMUSG00000020863,FBgn0029887,LUC7L3,Luc7l3,CG3198
3BDB9,9606.ENSP00000350409,10090.ENSMUSP00000027285,7227.FBpp0081434,protein transport,ENSG00000115446,ENSMUSG00000026111,FBgn0037609,UNC50,Unc50,CG9773
3BDBI,9606.ENSP00000351157,10090.ENSMUSP00000021959,7227.FBpp0086426,cell redox homeostasis,ENSG00000113621,ENSMUSG00000021497,FBgn0034050,TXNDC15,Txndc15,bug
3BDCC,9606.ENSP00000307411,10090.ENSMUSP00000110328,7227.FBpp0112111,"Myeloid lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)",ENSG00000078403,ENSMUSG00000026743,FBgn0261238,MLLT10,Mllt10,Alh
3BDCM,9606.ENSP00000226796,10090.ENSMUSP00000029643,7227.FBpp0071562,"Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1",ENSG00000109534,ENSMUSG00000028010,FBgn0011824,GAR1,Gar1,CG4038
3BDDZ,9606.ENSP00000387318,10090.ENSMUSP00000063248,"7227.FBpp0082374,7227.FBpp0087767",SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,ENSG00000125122,ENSMUSG00000041679,"FBgn0038202,FBgn0033337",LRRC29,Lrrc29,"CG12402,CG8272"
3BDE6,9606.ENSP00000322716,10090.ENSMUSP00000111510,7227.FBpp0292905,phosphogluconate dehydrogenase (decarboxylating) activity,ENSG00000140632,ENSMUSG00000022536,FBgn0043456,GLYR1,Glyr1,CG4747
3BDFF,9606.ENSP00000340896,10090.ENSMUSP00000070957,7227.FBpp0084040,euchromatin binding,ENSG00000129691,ENSMUSG00000031575,FBgn0000139,ASH2L,Ash2l,ash2
3BDFJ,9606.ENSP00000429089,"10090.ENSMUSP00000029866,10090.ENSMUSP00000103658",7227.FBpp0294012,cell cycle G1/S phase transition,ENSG00000175305,"ENSMUSG00000028212,ENSMUSG00000002068",FBgn0010382,CCNE2,"Ccne2,Ccne1",CycE
3BDG2,9606.ENSP00000391457,10090.ENSMUSP00000114643,7227.FBpp0071173,chromatin remodeling,ENSG00000153391,ENSMUSG00000047989,FBgn0040929,INO80C,Ino80c,CG12659
3BDGB,"9606.ENSP00000311318,9606.ENSP00000322159","10090.ENSMUSP00000030279,10090.ENSMUSP00000068450",7227.FBpp0082569,Cysteine protease required for the cytoplasm to vacuole transport (Cvt) and autophagy,"ENSG00000130734,ENSG00000125703","ENSMUSG00000028550,ENSMUSG00000002820",FBgn0038325,"ATG4D,ATG4C","Atg4c,Atg4d",Atg4b
3BDGN,9606.ENSP00000360183,10090.ENSMUSP00000085218,7227.FBpp0077022,Belongs to the syntaxin family,ENSG00000124222,ENSMUSG00000027522,FBgn0031106,STX16,Stx16,Syx16
3BDGV,9606.ENSP00000219139,10090.ENSMUSP00000034361,7227.FBpp0076331,Golgi to plasma membrane protein transport,ENSG00000125149,ENSMUSG00000031889,FBgn0035877,C16orf70,D230025D16Rik,CG7083
3BDHP,9606.ENSP00000324587,10090.ENSMUSP00000138082,7227.FBpp0297366,"Family with sequence similarity 193, member A",ENSG00000125386,ENSMUSG00000037210,FBgn0038108,FAM193A,Fam193a,CG7518
3BDIF,9606.ENSP00000445408,10090.ENSMUSP00000075619,7227.FBpp0071563,effector protein 1,ENSG00000029725,ENSMUSG00000020817,FBgn0034585,RABEP1,Rabep1,Rbpn-5
3BDJ7,9606.ENSP00000380352,10090.ENSMUSP00000035610,7227.FBpp0079257,Sec-23 interacting protein,ENSG00000085788,ENSMUSG00000055319,FBgn0031990,DDHD2,Sec23ip,PAPLA1
3BDJN,9606.ENSP00000262300,10090.ENSMUSP00000024701,7227.FBpp0076824,protein serine/threonine kinase activity,ENSG00000127564,ENSMUSG00000023908,FBgn0040298,PKMYT1,Pkmyt1,Myt1
3BDJS,9606.ENSP00000261015,10090.ENSMUSP00000027173,7227.FBpp0079780,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENSG00000138442,ENSMUSG00000026019,FBgn0032298,WDR12,Wdr12,CG6724
3BDJX,9606.ENSP00000317842,"10090.ENSMUSP00000034172,10090.ENSMUSP00000121729","7227.FBpp0071604,7227.FBpp0078010,7227.FBpp0079329,7227.FBpp0081070,7227.FBpp0081073",carboxylic ester hydrolase activity,ENSG00000172831,"ENSMUSG00000056973,ENSMUSG00000074156","FBgn0000326,FBgn0037090,FBgn0001114,FBgn0015572,FBgn0015574",CES2,"Ces1d,Ces1h","clt,Est-Q,Glt,alpha-Est4,alpha-Est6"
3BDKM,9606.ENSP00000349961,10090.ENSMUSP00000047872,7227.FBpp0080489,chromosome condensation,ENSG00000113810,ENSMUSG00000034349,FBgn0015391,SMC4,Smc4,glu
3BDN2,9606.ENSP00000269886,10090.ENSMUSP00000032874,7227.FBpp0083112,synaptic vesicle uncoating,ENSG00000141985,ENSMUSG00000030638,FBgn0038659,SH3GL1,Sh3gl3,EndoA
3BDNH,9606.ENSP00000257787,10090.ENSMUSP00000081322,7227.FBpp0076560,Akirin 2,ENSG00000135334,ENSMUSG00000028291,FBgn0082598,AKIRIN2,Akirin2,akirin
3BDPN,9606.ENSP00000442318,10090.ENSMUSP00000020315,7227.FBpp0304507,SCF complex assembly,ENSG00000111530,ENSMUSG00000020114,FBgn0027568,CAND1,Cand1,Cand1
3BDPP,9606.ENSP00000262039,10090.ENSMUSP00000111479,7227.FBpp0071973,autophagy of peroxisome,ENSG00000078142,ENSMUSG00000033628,FBgn0015277,PIK3C3,Pik3c3,Pi3K59F
3BDPW,9606.ENSP00000300087,10090.ENSMUSP00000033156,7227.FBpp0080255,Dynactin subunit 5,ENSG00000166847,ENSMUSG00000030868,FBgn0040228,DCTN5,Dctn5,DCTN5-p25
3BDQF,9606.ENSP00000341289,"10090.ENSMUSP00000042342,10090.ENSMUSP00000136922","7227.FBpp0076678,7227.FBpp0081524,7227.FBpp0084630,7227.FBpp0085721",structural constituent of cytoskeleton,ENSG00000188229,"ENSMUSG00000036752,ENSMUSG00000095159","FBgn0052396,FBgn0003889,FBgn0003890,FBgn0284243",TUBB4B,"Tubb4b,Tubb4b-ps1","CG32396,betaTub85D,betaTub97EF,betaTub56D"
3BDR2,9606.ENSP00000216832,10090.ENSMUSP00000021381,7227.FBpp0112122,"Pinin, desmosome associated protein",ENSG00000100941,ENSMUSG00000020994,FBgn0037737,PNN,Pnn,Pnn
3BDRH,9606.ENSP00000376457,10090.ENSMUSP00000103935,7227.FBpp0076487,Rho guanyl-nucleotide exchange factor activity,ENSG00000114346,ENSMUSG00000027699,FBgn0003041,ECT2,Ect2,pbl
3BDRI,9606.ENSP00000335321,10090.ENSMUSP00000027127,7227.FBpp0304617,spliceosomal complex assembly,ENSG00000115524,ENSMUSG00000025982,FBgn0031266,SF3B1,Sf3b1,Sf3b1
3BDSC,9606.ENSP00000302530,10090.ENSMUSP00000028858,"7227.FBpp0078704,7227.FBpp0085368","meiotic sister chromatid cohesion, centromeric",ENSG00000169679,ENSMUSG00000027379,"FBgn0031696,FBgn0263855",BUB1,Bub1,"Bub1,BubR1"
